uid,install_timestamp,free_trial_timestamp,country,language,device_type,os_version,attribution_network,product_price_tier,product_periodicity,product_free_trial_length,onboarding_birth_year,onboarding_gender,net_purchases_15d,net_purchases_1y
9Ys5Zlow1zDHPQgue6nRXw==,2019-06-21 14:40:36+00:00,2019-06-21 14:41:30+00:00,IN,en,iPhone 6,12.2,Facebook Installs,20,30,7,1998.0,M,0.0,0.0
uMTuOowEwBW67sLpQlUl2g==,2019-06-21 14:47:09+00:00,2019-06-21 14:47:46+00:00,IN,en,iPhone X,12.3.1,Facebook Installs,20,30,7,1992.0,F,7.04,34.59000015258789
4sfD+Z5S+kXR4xWIwNBnWA==,2019-06-21 14:48:30+00:00,2019-06-21 14:49:49+00:00,GB,en,iPhone 6S,12.3.1,Snapchat Installs,20,30,7,1974.0,M,6.66,6.659999847412109
BqzXFB2FVGepzmjcaXRzzA==,2019-06-21 14:51:22+00:00,2019-06-21 14:52:27+00:00,IN,en,iPhone 7,12.3.1,Facebook Installs,20,30,7,1985.0,M,7.04,61.779998779296875
SSoLwj//k6L2ndYD6KY+rw==,2019-06-21 14:54:19+00:00,2019-06-21 14:55:08+00:00,FR,fr,iPhone 5S,12.1.4,Snapchat Installs,20,30,7,2007.0,?,0.0,0.0
H/FjjxeGvX/MsIOw2BJEeg==,2019-06-21 14:55:49+00:00,2019-06-21 14:56:13+00:00,IL,en,iPhone XR,12.3.1,Facebook Installs,20,30,7,1995.0,F,0.0,0.0
iOR+h7CPbTW91CIAUgDUTQ==,2019-06-21 14:58:02+00:00,2019-06-21 14:59:37+00:00,SA,en,iPhone 7,12.1.2,Snapchat Installs,20,30,7,1994.0,M,0.0,0.0
DeaZU/+wv5HE9dAcwnpkeA==,2019-06-21 15:00:09+00:00,2019-06-21 15:01:06+00:00,DE,de,iPhone XS,12.3.1,Facebook Installs,20,30,7,1987.0,M,0.0,0.0
2fb+aNVWFPXNIHQBACjYwA==,2019-06-21 15:00:16+00:00,2019-06-21 15:00:40+00:00,US,en,iPhone 7 Plus,12.3.1,Facebook Installs,20,30,7,1991.0,M,0.0,0.0
g+0/xZnTsj1jQ8eZ4L0F6g==,2019-06-21 15:09:44+00:00,2019-06-21 15:10:19+00:00,AU,en,iPhone 8,12.3.1,Facebook Installs,20,30,7,1968.0,F,6.9,6.900000095367432
FYzRbPsSQyk+d5jE/pTiGA==,2019-06-21 15:11:29+00:00,2019-06-21 15:12:28+00:00,TW,en,iPhone 7 Plus,12.2,Facebook Installs,6,7,7,1996.0,M,0.0,0.0
OTY4BpQiMghtM5W2b7AM8w==,2019-06-21 15:30:29+00:00,2019-06-21 15:31:43+00:00,IN,en,iPhone 5,10.3.3,Facebook Installs,20,30,7,2006.0,M,0.0,0.0
wy/oUmcbYc9w1EmjkMALjA==,2019-06-21 15:33:58+00:00,2019-06-21 15:34:33+00:00,CA,fr,iPhone 8 Plus,12.3.2,Snapchat Installs,20,30,7,1999.0,F,0.0,21.459999084472656
nlwluUjLOI13eicIpVqqKQ==,2019-06-21 15:34:36+00:00,2019-06-21 15:35:13+00:00,IN,en,iPhone 7,12.3.1,Facebook Installs,20,30,7,1989.0,M,0.0,0.0
Z8ytViQPtq7EupMwYW2J+Q==,2019-06-21 15:36:05+00:00,2019-06-22 04:17:12+00:00,US,en,iPhone 5C,10.1.1,Organic,20,30,7,1971.0,F,7.0,84.0
Y/sapkOhYA1pHpDI5LkVoQ==,2019-06-21 15:40:05+00:00,2019-06-23 23:14:06+00:00,GB,en,iPhone 7,12.3.1,Organic,20,30,7,2000.0,M,0.0,0.0
i66CZZ/lB5RqhkfnjiQ9gQ==,2019-06-21 15:44:02+00:00,2019-06-21 15:45:58+00:00,US,en,iPhone XS Max,12.3.1,Snapchat Installs,20,30,7,1993.0,M,6.9,6.900000095367432
Yt223KNIorvfsuI9UKxcvw==,2019-06-21 15:47:38+00:00,2019-06-21 15:48:17+00:00,GB,en,iPhone 7 Plus,12.3.1,Facebook Installs,20,30,7,1965.0,F,0.0,0.0
eoZzNFzwKIN6vTYs6H/+pQ==,2019-06-21 15:53:25+00:00,2019-06-21 15:54:36+00:00,IN,en,iPhone 7,12.3.1,Facebook Installs,20,30,7,1979.0,F,0.0,0.0
q61aHUrR5HvogCAB52icNg==,2019-06-21 16:03:29+00:00,2019-06-21 16:04:56+00:00,US,en,iPhone 7,12.3.1,Snapchat Installs,6,7,7,1988.0,M,4.2,98.69999694824219
Ca2spR4MPg7tfn+tkfhpdg==,2019-06-21 16:04:28+00:00,2019-06-21 16:04:47+00:00,US,en,iPhone XR,12.2,Facebook Installs,20,30,7,2005.0,F,0.0,0.0
srwA4XmI+iQY+9Mj3cFnHA==,2019-06-21 16:04:48+00:00,2019-06-21 16:05:18+00:00,FR,fr,iPhone XS,12.3.1,Snapchat Installs,6,7,7,1989.0,M,3.92,54.060001373291016
tEtqVx89OhUPR8+SMbiPxA==,2019-06-21 16:22:50+00:00,2019-06-21 16:23:35+00:00,DE,de,iPhone SE,12.2,Facebook Installs,60,365,7,1992.0,M,0.0,0.0
EByeI8JgaAB2uGsss6atlA==,2019-06-21 16:28:20+00:00,2019-06-21 18:41:31+00:00,US,en,iPhone 6S,12.3.1,Snapchat Installs,20,30,7,2003.0,M,0.0,0.0
OzDDTQAayljzkPEhcMd4Mw==,2019-06-21 16:29:54+00:00,2019-06-21 16:30:22+00:00,US,en,iPhone XR,12.3.1,Organic,20,30,7,1993.0,F,7.0,7.0
F9m+52QSYuVh4IJeqRR8Xg==,2019-06-21 16:31:57+00:00,2019-06-21 16:32:28+00:00,SA,en,iPhone X,12.3.1,Snapchat Installs,20,30,7,1998.0,M,7.11,7.110000133514404
Mp0rKroDzr4NjcmfKkSwkg==,2019-06-21 16:35:01+00:00,2019-06-21 16:35:46+00:00,KR,en,iPhone 6S,12.3.1,Facebook Installs,20,30,7,1993.0,F,0.0,0.0
/XEvEqXyEu9M1bwEWrzhkw==,2019-06-21 16:36:28+00:00,2019-06-21 16:36:55+00:00,GB,en,iPhone 7 Plus,12.3.1,Snapchat Installs,60,365,7,2005.0,M,0.0,0.0
00fwLqO6Q71PZ+KMxTTcog==,2019-06-21 16:37:40+00:00,2019-06-21 16:41:57+00:00,HK,en,iPhone XS,12.3.1,Facebook Installs,20,30,7,1985.0,F,0.0,0.0
a3IZjOrAAvGvDIbTPzZpXQ==,2019-06-21 16:43:15+00:00,2019-06-21 16:45:30+00:00,AE,en,iPhone XS Max,12.3.1,Snapchat Installs,20,30,7,1991.0,F,0.0,0.0
cVToNbE8f7/8tVJdV6Ebfg==,2019-06-21 16:45:22+00:00,2019-06-21 16:45:58+00:00,AE,en,iPhone X,12.3.1,Facebook Installs,20,30,7,1991.0,M,0.0,0.0
0ljBNfQqlM7ddAR6/0CUvw==,2019-06-21 16:47:54+00:00,2019-06-21 16:48:34+00:00,US,en,iPhone 8 Plus,12.3.2,Facebook Installs,20,30,7,1985.0,M,7.0,49.0
oJEnB7sj0AObasvN37a+Hw==,2019-06-21 16:51:21+00:00,2019-06-21 16:52:54+00:00,IN,en,iPhone 7,12.3.1,Facebook Installs,20,30,7,1981.0,M,0.0,0.0
m3MxJ0dncEem7OG2wU1xkw==,2019-06-21 16:52:19+00:00,2019-06-21 16:53:22+00:00,SA,en,iPhone XS Max,12.3.1,Snapchat Installs,20,30,7,1994.0,F,0.0,0.0
+lBo0O4oYUym4c+/FJthGw==,2019-06-21 16:54:01+00:00,2019-06-21 16:54:44+00:00,TW,en,iPhone X,12.2,Facebook Installs,20,30,7,1988.0,M,0.0,0.0
7DE6OPTRA2dfwtvEtsl7/g==,2019-06-21 17:05:25+00:00,2019-06-21 17:06:32+00:00,IN,en,iPhone 7 Plus,12.3.1,Facebook Installs,20,30,7,1983.0,M,0.0,0.0
R3zQIdcEEd9LWp1D1Y4Atg==,2019-06-21 17:07:22+00:00,2019-06-21 17:08:26+00:00,KW,en,iPhone 7 Plus,12.2,Snapchat Installs,20,30,7,1996.0,F,0.0,0.0
nOpWYMZtPhV4p6aDObQ7LA==,2019-06-21 17:07:34+00:00,2019-06-21 17:08:46+00:00,IE,en,iPhone 6S,12.2,Snapchat Installs,20,30,7,1993.0,M,6.75,6.75
mNa+NEGUU98NscizY8dLzg==,2019-06-21 17:10:29+00:00,2019-06-21 17:10:56+00:00,IL,en,iPhone XR,12.3.1,Facebook Installs,20,30,7,2000.0,F,0.0,0.0
d7WID2e9JulZxsLf1ilZrA==,2019-06-21 17:12:13+00:00,2019-06-21 17:12:44+00:00,IN,en,iPhone X,12.3.1,Facebook Installs,20,30,7,1988.0,M,0.0,0.0
nlVRQMtRBihgOG+Ux69DRw==,2019-06-21 17:13:48+00:00,2019-06-21 17:14:39+00:00,CH,de,iPhone 7,12.3.1,Facebook Installs,20,30,7,1997.0,?,7.32,7.320000171661377
Q5A65CAOoS/zCDgEE3BSRQ==,2019-06-21 17:16:22+00:00,2019-06-21 17:17:16+00:00,SA,en,iPhone 7 Plus,12.1.3,Snapchat Installs,20,30,7,1995.0,M,0.0,0.0
cRdxFx7WOkBeJ6vPnny49Q==,2019-06-21 17:17:46+00:00,2019-06-22 02:35:53+00:00,CA,en,iPhone 8,12.3.1,Snapchat Installs,20,30,7,2007.0,M,7.22,21.479999542236328
+Q4dPX4DGjxbOErhMfbZJw==,2019-06-21 17:19:58+00:00,2019-06-21 17:20:23+00:00,IT,en,iPhone X,12.3.1,Organic,20,30,7,1978.0,M,6.8,26.809999465942383
UDoj3WKqp3r2MRGc5jOXSA==,2019-06-21 17:28:01+00:00,2019-06-21 17:28:52+00:00,IN,en,iPhone X,12.3.1,Facebook Installs,20,30,7,1998.0,M,0.0,0.0
5+Hy9ptqCoOt5gmjzxQ3Cg==,2019-06-21 17:28:09+00:00,2019-06-21 17:29:13+00:00,US,en,iPhone 6,12.3.1,Snapchat Installs,20,30,7,2004.0,F,7.0,7.0
s4B7mgaRmeG7btdkbDU2zg==,2019-06-21 17:32:47+00:00,2019-06-22 15:01:01+00:00,SA,en,iPhone 7 Plus,12.3.1,Snapchat Installs,20,30,7,1995.0,M,0.0,0.0
PkFC/ZLZ2r2oeOmILSZVbA==,2019-06-21 17:34:18+00:00,2019-06-21 17:34:50+00:00,AT,de,iPhone 8,12.3.1,Facebook Installs,20,30,7,1997.0,F,0.0,0.0
LvxHFQwe0MlTrBLoj0FSpw==,2019-06-21 17:35:40+00:00,2019-06-21 17:36:57+00:00,SA,en,iPhone XR,12.3.1,Snapchat Installs,6,7,7,1986.0,M,0.0,0.0
DBWpnCcjNWTHJfxVQrh7tg==,2019-06-21 17:35:55+00:00,2019-06-23 04:37:18+00:00,CA,fr,iPhone X,12.3.1,Organic,20,30,7,2002.0,F,0.0,1.9800000190734863
VmYP77Nk/pajzm2phf1gig==,2019-06-21 17:43:57+00:00,2019-06-21 17:47:13+00:00,IL,en,iPhone 7 Plus,13.0,Facebook Installs,20,30,7,1987.0,M,0.0,0.0
1iCvAtdXIMTdfNYs1X/Jlw==,2019-06-21 17:47:57+00:00,2019-06-21 17:48:25+00:00,IN,en,iPhone X,11.3.1,Facebook Installs,20,30,7,1993.0,F,0.0,0.0
thg/MVrmsAcYeqrnjLdI2g==,2019-06-21 17:52:05+00:00,2019-06-21 17:52:33+00:00,MX,es,iPhone 7 Plus,12.3.1,Facebook Installs,20,30,7,1998.0,F,0.0,0.0
o53mczGeSqzpB+5sukuSOA==,2019-06-21 17:58:18+00:00,2019-06-21 17:58:48+00:00,FR,fr,iPhone 6S,12.3.1,Facebook Installs,20,30,7,1996.0,F,0.0,0.0
EzVZ8Dvp2fsLq2hQq5Dcag==,2019-06-21 17:59:45+00:00,2019-06-21 18:00:16+00:00,AU,en,iPhone 8 Plus,12.3.1,Snapchat Installs,20,30,7,1999.0,F,6.9,13.710000038146973
+oX/oc/xZg06OvvAtPfyKQ==,2019-06-21 18:01:30+00:00,2019-06-21 18:01:56+00:00,CH,de,iPhone 6S,12.3.1,Facebook Installs,20,30,7,1997.0,M,0.0,21.690000534057617
QDMPHng2Tb0sqHOk/u+oqA==,2019-06-21 18:05:32+00:00,2019-06-21 18:06:24+00:00,QA,en,iPhone XS,12.3.1,Snapchat Installs,20,30,7,2002.0,F,0.0,7.110000133514404
KNozsNE0sYnRg08iWxbuiA==,2019-06-21 18:06:56+00:00,2019-06-21 18:07:40+00:00,IN,en,iPad Air 3,12.3.1,Facebook Installs,6,7,7,1996.0,F,4.25,10.6899995803833
UveBcB/svSvDb9rI7NaY6Q==,2019-06-21 18:09:34+00:00,2019-06-21 18:10:05+00:00,AE,en,iPhone 7,12.2,Organic,20,30,7,1999.0,F,0.0,0.0
SO/bBRKP9qf/bdbq/NrmkA==,2019-06-21 18:10:40+00:00,2019-06-21 18:13:51+00:00,US,en,iPhone 8 Plus,12.3.2,Snapchat Installs,20,30,7,2000.0,F,0.0,0.0
QQD8qbiN+qQL7+GFacojLg==,2019-06-21 18:10:55+00:00,2019-06-21 20:57:31+00:00,AT,en,iPhone SE,12.2,Facebook Installs,60,365,7,,,0.0,0.0
6784xBMEmtzPwm3GoMBlbQ==,2019-06-21 18:12:35+00:00,2019-06-21 18:13:07+00:00,US,en,iPhone XR,12.3.1,Snapchat Installs,20,30,7,1998.0,F,0.0,0.0
7kHA5YC2XWaGJDSEVyO+YQ==,2019-06-21 18:14:00+00:00,2019-06-21 18:16:36+00:00,IN,en,iPhone SE,12.3.1,Facebook Installs,20,30,7,1995.0,F,7.04,7.039999961853027
RlTMBTxmw0IdF6CXV8c3cg==,2019-06-21 18:22:01+00:00,2019-06-21 18:22:32+00:00,US,en,iPhone 6S Plus,12.1,Organic,20,30,7,2000.0,M,6.9,13.789999961853027
QaPj8y64WZRYbjEUtN8jSA==,2019-06-21 18:23:08+00:00,2019-06-23 02:20:14+00:00,AT,de,iPhone 8 Plus,12.3.2,Facebook Installs,20,30,7,1998.0,M,0.0,0.0
8OvbpNC/arbgNSeiqm82sQ==,2019-06-21 18:24:44+00:00,2019-06-21 20:50:41+00:00,US,en,iPhone SE,12.3.1,Snapchat Installs,20,30,7,2000.0,F,0.0,0.0
jjvG9LinOMHVsP7Wr6cHnw==,2019-06-21 18:26:39+00:00,2019-06-21 18:27:17+00:00,CA,en,iPhone XR,12.3.1,Snapchat Installs,6,7,7,1999.0,F,0.0,0.0
kCz8rhXv11XuQMO4QCPiyQ==,2019-06-21 18:29:34+00:00,2019-06-21 18:30:23+00:00,AE,en,iPhone 7,12.2,Facebook Installs,20,30,7,1985.0,M,0.0,0.0
MaDM9ePxJ52ohaCXLavhFg==,2019-06-21 18:31:36+00:00,2019-06-21 18:32:08+00:00,IN,en,iPhone 7,12.3.1,Facebook Installs,20,30,7,1988.0,F,0.0,0.0
gjfpmFAnOKgh7stjLSMjfQ==,2019-06-21 18:32:30+00:00,2019-06-21 18:35:11+00:00,AE,en,iPhone 8,11.3,Snapchat Installs,20,30,7,2002.0,F,0.0,20.690000534057617
bl8fSLJ1btBAw71vpNObaA==,2019-06-21 18:34:04+00:00,2019-06-21 18:34:45+00:00,HK,en,iPhone XR,12.3.1,Facebook Installs,20,30,7,1992.0,M,6.99,6.989999771118164
ExJxoBhGar1umKtjKt7YEg==,2019-06-21 18:41:40+00:00,2019-06-21 19:37:23+00:00,GB,en,iPad 6,12.3.1,Adwords UAC Installs,20,30,7,2008.0,F,0.0,0.0
zg9ysJNSNJYhKzHFqf08sw==,2019-06-21 18:42:33+00:00,2019-06-21 18:43:33+00:00,IN,en,iPhone X,12.3.1,Facebook Installs,20,30,7,1979.0,M,7.04,7.039999961853027
sGSTYOvVbyKkPZvgXG0HxQ==,2019-06-21 18:42:35+00:00,2019-06-21 18:43:25+00:00,US,en,iPhone XS,12.3.1,Organic,20,30,7,1986.0,M,7.0,7.0
yOO/xXLHS9ZbE+O3f+TbCQ==,2019-06-21 18:46:04+00:00,2019-06-21 18:46:46+00:00,AE,en,iPhone XR,12.3.1,Organic,20,30,7,1994.0,M,0.0,0.0
LM5A/UMEmBBiCQjigEYV5Q==,2019-06-21 18:51:10+00:00,2019-06-21 18:51:41+00:00,AE,en,iPhone XS Max,12.3.1,Facebook Installs,20,30,7,1989.0,?,0.0,0.0
fIGwPs0rJuZRfKhXc/lriA==,2019-06-21 18:52:47+00:00,2019-06-21 18:53:18+00:00,SA,en,iPhone 7,12.3.1,Organic,20,30,7,2000.0,M,0.0,0.0
vD3Q71BAfZpqZJ9aMY22Uw==,2019-06-21 18:54:08+00:00,2019-06-21 18:56:00+00:00,US,en,iPhone X,12.3.1,Snapchat Installs,6,7,7,2003.0,M,0.0,0.0
DwQpgXCytHsRMXCnlmx7Eg==,2019-06-21 18:54:29+00:00,2019-06-21 18:54:59+00:00,DE,fr,iPhone 8,12.3.1,Facebook Installs,20,30,7,1980.0,M,0.0,0.0
WiNE8t+m8SB1WAe+r3h5yw==,2019-06-21 18:57:00+00:00,2019-06-21 18:58:21+00:00,AU,en,iPhone 8 Plus,12.3.2,Snapchat Installs,20,30,7,2009.0,F,0.0,0.0
BM0T+arENpOWNsTZMaBqCA==,2019-06-21 18:58:18+00:00,2019-06-21 18:59:13+00:00,IN,en,iPhone 6,12.2,Facebook Installs,20,30,7,1997.0,M,0.0,0.0
EhzEriRfV3koJLb4s4yWKw==,2019-06-21 19:03:47+00:00,2019-06-21 19:04:56+00:00,GR,en,iPhone 7 Plus,12.3.1,Facebook Installs,20,30,7,1974.0,F,0.0,0.0
RqfwJ5RCs+M2kTAkFynHRA==,2019-06-21 19:04:34+00:00,2019-06-21 19:05:24+00:00,FR,fr,iPhone 6S,11.4.1,Snapchat Installs,60,365,7,,,21.09,21.09000015258789
qScBISAiAJahIRr2sZO/cg==,2019-06-21 19:08:21+00:00,2019-06-21 19:09:43+00:00,US,en,iPhone 8 Plus,12.3.2,Snapchat Installs,20,30,7,1976.0,M,0.0,0.0
fIrw6kxsfo2ZlUCoq7U/8A==,2019-06-21 19:08:25+00:00,2019-06-21 19:09:21+00:00,SG,en,iPhone XR,12.3.1,Organic,20,30,7,1994.0,?,0.0,0.0
eUGDslPOmYJvv1ty7Emnqw==,2019-06-21 19:10:12+00:00,2019-06-21 19:40:18+00:00,CH,de,iPhone X,12.3.1,Facebook Installs,20,30,7,1990.0,M,7.32,7.320000171661377
ApD9eSdvVe6Ef/jrDAqtMA==,2019-06-21 19:11:26+00:00,2019-06-21 19:12:03+00:00,DE,de,iPhone 7 Plus,12.3.1,Facebook Installs,20,30,7,2003.0,M,0.0,0.0
pZD7j+GPBSpMOVOE43MpJQ==,2019-06-21 19:12:51+00:00,2019-06-21 19:13:44+00:00,CH,de,iPhone XS Max,12.3.1,Facebook Installs,20,30,7,1994.0,F,0.0,0.0
/P0ueaz1fzjQI2WdxBNBiA==,2019-06-21 19:17:24+00:00,2019-06-21 19:17:49+00:00,US,en,iPhone X,12.3.1,Facebook Installs,20,30,7,2007.0,M,0.0,0.0
bAaO0OkdAOtBmRNBBFOm8w==,2019-06-21 19:20:06+00:00,2019-06-21 19:21:14+00:00,US,en,iPhone 6,12.3.1,Snapchat Installs,20,30,7,2003.0,?,0.0,0.0
AvtR7Goh+v1DobrOj43YAA==,2019-06-21 19:21:37+00:00,2019-06-21 19:24:20+00:00,US,en,iPhone XR,12.3.1,Snapchat Installs,20,30,7,1999.0,F,7.0,14.0
kaWuc4YYiYSaoPATrIbbZQ==,2019-06-21 19:24:15+00:00,2019-06-21 19:25:43+00:00,SK,en,iPhone 8 Plus,12.3.1,Facebook Installs,20,30,7,1989.0,F,6.92,6.920000076293945
IQ/yvJ+wIGIoiRNLSmhSUg==,2019-06-21 19:28:17+00:00,2019-06-21 19:29:05+00:00,AU,en,iPhone X,12.1.4,Snapchat Installs,20,30,7,2001.0,F,0.0,0.0
Ta5sBf4gBW+SwN9KxXAOLg==,2019-06-21 19:29:44+00:00,2019-06-21 19:30:27+00:00,DE,de,iPhone 7 Plus,12.4,Facebook Installs,20,30,7,1977.0,F,0.0,0.0
sK66rtL4MUVwsnPuiB2Ibg==,2019-06-21 19:32:21+00:00,2019-06-21 19:33:39+00:00,CH,fr,iPhone XS Max,12.3.1,Facebook Installs,60,365,7,1989.0,M,21.28,21.280000686645508
iGCXA/NEvPI1tcX6EBP9MA==,2019-06-21 19:39:18+00:00,2019-06-21 19:39:54+00:00,US,en,iPhone XS Max,12.3.1,Organic,20,30,7,2000.0,M,7.0,21.0
+HwwU8vmejCcv7rG3Qjz0g==,2019-06-21 19:40:19+00:00,2019-06-21 20:14:33+00:00,IN,en,iPhone 6,11.4.1,Facebook Installs,20,30,7,1992.0,F,0.0,0.0
Kbwgf4C5rub4Z37bzNhUsQ==,2019-06-21 19:43:07+00:00,2019-06-21 19:43:54+00:00,US,en,iPhone 8 Plus,12.3.2,Snapchat Installs,6,7,7,1988.0,F,4.2,18.899999618530273
wIukSXwY52byRC34At4HGA==,2019-06-21 19:44:29+00:00,2019-06-21 19:45:18+00:00,US,en,iPhone XR,12.3.1,Facebook Installs,20,30,7,1985.0,M,7.0,7.0
R5UXk5vDcVRy9I4iD/25fg==,2019-06-21 19:48:32+00:00,2019-06-21 19:49:05+00:00,US,en,iPhone XS,12.4,Facebook Installs,20,30,7,1991.0,M,0.0,0.0
+42sNAYE/K6a020dobgD4w==,2019-06-21 19:48:43+00:00,2019-06-21 19:50:52+00:00,AE,en,iPhone 6S,12.3.1,Snapchat Installs,20,30,7,2007.0,?,6.9,20.690000534057617
9ilpQ6FedvOdCothqu9D3Q==,2019-06-21 19:49:32+00:00,2019-06-21 19:50:43+00:00,US,en,iPhone 8 Plus,12.3.2,Organic,20,30,7,1997.0,F,0.0,0.0
IXJq33NhoofMEHyjgaZNwA==,2019-06-21 19:50:08+00:00,2019-06-21 19:51:03+00:00,GB,en,iPad mini 4,12.3.1,Adwords UAC Installs,20,30,7,2012.0,F,6.66,6.659999847412109
cQDEUvcZIbTtrFC3BR/k5w==,2019-06-21 19:53:02+00:00,2019-06-21 19:53:35+00:00,CA,fr,iPhone 7,12.3.1,Facebook Installs,20,30,7,2004.0,M,0.0,0.0
PYEVsGgLhRX6j6zzabH+HA==,2019-06-21 19:57:26+00:00,2019-06-21 19:58:20+00:00,GB,en,iPhone 7,11.3.1,Facebook Installs,20,30,7,1987.0,F,7.04,14.09000015258789
wGphMWntlVpEKihYKWSaaw==,2019-06-21 19:59:16+00:00,2019-06-21 19:59:52+00:00,AE,en,iPhone XS,12.2,Snapchat Installs,20,30,7,1990.0,M,0.0,0.0
o5cP+ffUf4FOjZtRhmhPbw==,2019-06-21 20:05:32+00:00,2019-06-21 20:06:01+00:00,AE,en,iPhone 7 Plus,12.3.1,Organic,20,30,7,2014.0,M,0.0,0.0
1s4AAzoSxUTttwJ2cGZIww==,2019-06-21 20:15:36+00:00,2019-06-21 20:18:53+00:00,SA,en,iPhone 8,12.3.1,Snapchat Installs,20,30,7,1984.0,M,0.0,0.0
DI7ho9hKyBNwWs8JurlySg==,2019-06-21 20:16:30+00:00,2019-06-21 21:23:17+00:00,AT,de,iPhone X,12.3.1,Facebook Installs,20,30,7,1987.0,M,0.0,0.0
WTiRtPPUhFz/gtmI9kvSdA==,2019-06-21 20:17:29+00:00,2019-06-21 20:18:35+00:00,SA,en,iPhone X,12.3.1,Facebook Installs,20,30,7,1992.0,M,0.0,14.220000267028809
qIgkb4nt5QTpjMRNehKUOQ==,2019-06-21 20:18:20+00:00,2019-06-21 20:18:56+00:00,IN,en,iPhone SE,12.3.1,Facebook Installs,20,30,7,1997.0,M,0.0,0.0
7vKqNz4HCUdy2iBWpWKGMA==,2019-06-21 20:28:28+00:00,2019-06-21 20:29:07+00:00,KW,en,iPhone 8 Plus,12.3.2,Snapchat Installs,20,30,7,2005.0,?,0.0,0.0
PjTFef0TiX95sGF24FisZA==,2019-06-21 20:29:12+00:00,2019-06-21 20:29:36+00:00,FR,fr,iPhone X,12.3.1,Snapchat Installs,20,30,7,2005.0,M,0.0,0.0
Z4WHVPzqqW4PTs7/YCF9hw==,2019-06-21 20:31:30+00:00,2019-06-21 20:32:10+00:00,US,en,iPhone 7,12.3.1,Snapchat Installs,20,30,7,2000.0,F,7.0,7.0
WePeTCZ104KxRcq6uHIRvw==,2019-06-21 20:33:40+00:00,2019-06-21 20:34:06+00:00,IL,es,iPhone 8 Plus,12.3.1,Facebook Installs,20,30,7,1998.0,F,7.02,7.019999980926514
jePkUN9eQdEqlNzVGeVmzg==,2019-06-21 20:36:22+00:00,2019-06-21 23:44:15+00:00,AE,en,iPhone X,12.3.1,Snapchat Installs,20,30,7,1984.0,M,0.0,0.0
Aqk5uXwjDsWzljBvuCfcEg==,2019-06-21 20:36:51+00:00,2019-06-21 20:37:19+00:00,PT,en,iPhone 7,12.3.1,Organic,20,30,7,1981.0,M,0.0,0.0
lTJYkX45RdqrtgPTRh+WIg==,2019-06-21 20:39:54+00:00,2019-06-21 20:40:28+00:00,KW,en,iPhone XS Max,12.2,Snapchat Installs,20,30,7,1990.0,F,7.0,7.0
Xr35KLGfoTTI9tOKxGR2PQ==,2019-06-21 20:40:27+00:00,2019-06-21 20:41:36+00:00,IL,en,iPhone 8 Plus,12.2,Facebook Installs,20,30,7,2000.0,F,0.0,0.0
G7eyPnQXy9txI25/Ju7LmQ==,2019-06-21 20:50:06+00:00,2019-06-21 20:50:54+00:00,QA,en,iPhone 7 Plus,12.3.1,Snapchat Installs,20,30,7,1990.0,F,0.0,0.0
7TK6zqRdn1vW8eetCApzhg==,2019-06-21 20:51:44+00:00,2019-06-21 20:54:12+00:00,GB,en,iPhone 6S,12.1.2,Adwords UAC Installs,20,30,7,1996.0,F,0.0,0.0
HrJDkindgdr1Lo37QL/gLQ==,2019-06-21 20:53:03+00:00,2019-06-23 00:22:05+00:00,US,en,iPhone X,12.3.1,Facebook Installs,20,30,7,1978.0,M,6.9,13.789999961853027
tzriXkFUD5E6TF/i6mHZCw==,2019-06-21 20:53:15+00:00,2019-06-21 20:54:13+00:00,NZ,en,iPhone 7 Plus,12.3.1,Facebook Installs,20,30,7,1988.0,F,6.92,6.920000076293945
nMhXbpuUItpjeWAuCNt/vg==,2019-06-21 20:59:18+00:00,2019-06-21 21:03:35+00:00,IN,en,iPhone XR,12.3.1,Facebook Installs,20,30,7,1973.0,F,7.04,14.09000015258789
4NQnYL+osKzQEaLnFmrvWQ==,2019-06-21 21:02:19+00:00,2019-06-21 21:10:57+00:00,DE,de,iPhone SE,12.3.1,Facebook Installs,60,365,7,1988.0,F,0.0,0.0
+iDdtyWBrdhWSh/txD9SWw==,2019-06-21 21:07:42+00:00,2019-06-21 21:25:37+00:00,GB,en,iPhone SE,12.3.1,Snapchat Installs,20,30,7,1998.0,M,0.0,0.0
yh6UgiTu/G3G9WmuAW5Ewg==,2019-06-21 21:08:15+00:00,2019-06-21 21:08:57+00:00,GB,en,iPad Pro 10.5-inch,12.2,Adwords UAC Installs,20,30,7,1994.0,F,0.0,0.0
6HiztJbGvkK6gagGwhl5FQ==,2019-06-21 21:10:50+00:00,2019-06-22 11:08:59+00:00,FR,fr,iPhone 6,12.2,Organic,20,30,7,1993.0,F,0.0,0.0
2Am7dbIxXsrrO9NUZPAxGw==,2019-06-21 21:11:09+00:00,2019-06-21 21:11:29+00:00,AU,en,iPhone X,12.3.1,Organic,20,30,7,1990.0,F,6.9,6.900000095367432
g9LAFJnh6R5qDeDRvVznxw==,2019-06-21 21:14:13+00:00,2019-06-21 21:14:48+00:00,AE,en,iPhone XS,12.2,Snapchat Installs,6,7,7,1992.0,M,0.0,0.0
8r/AEOM1+B+UfHP5WKQdEA==,2019-06-21 21:15:58+00:00,2019-06-21 21:17:02+00:00,BE,fr,iPhone 8,12.3.1,Facebook Installs,20,30,7,1995.0,F,0.0,0.0
